Id;ModeloCarro;DeviceId;ChargeType;DurationTicks;StartStateOfCharge;EndStateOfCharge;MeasuredBatteryEnergyInKwh;PeakPowerKw;DeltaSOC;DurationHours;valor_predito;confian�aa;MeasuredBatteryEnergyInKwh_Predict;Hit_Rate
2792;KANGOO Z.E. MAXI 2 LUGARES 2P;b10DA;AC;69390130000;64;100;11,56000042;-0,224999994;36;1,927503611;-65536;-65536;8,449688912;0,696446431
2793;E-JUMPY;bDF3;DC;31594600000;81,125;100;14,72000027;-0,470999986;18,875;0,877627778;-65536;-65536;22,58422011;0,893528766
2794;KANGOO Z.E. MAXI 2 LUGARES 2P;b374;AC;2,3338E+11;38,99993896;100;19,80999947;-0,315909088;61,00006104;6,482788889;-65536;-65536;22,05401499;0,696446431
2795;E-EXPERT;bC6A;AC;2,38658E+11;48,125;100;35,22999954;-0,150000006;51,875;6,629388056;-65536;-65536;22,53776272;0,650632105
2796;KANGOO Z.E. MAXI 2 LUGARES 2P;bAB3;AC;2,6412E+11;33;100;21,55999947;-0,393181831;67;7,336675;-65536;-65536;24,60413959;0,696446431
2797;E-EXPERT;b1004;AC;2,38227E+11;43,625;100;35,70999908;-0,401136369;56,375;6,617402778;-65536;-65536;22,50159139;0,650632105
2798;E-JUMPY;b5FA;AC;2,71788E+11;33,75;100;41,65999985;-0,396590918;66,25;7,549677778;-65536;-65536;28,6173209;0,716507305
2799;KANGOO Z.E. MAXI 2 LUGARES 2P;b386;AC;1,68341E+11;56,00176239;100;13,68000031;-0,607954562;43,99823761;4,676128611;-65536;-65536;16,65843732;0,696446431
2800;E-EXPERT;bC69;AC;2,29769E+11;46,75;100;34,88000107;-0,150000006;53,25;6,382474167;-65536;-65536;21,79258159;0,650632105
2801;JAC IEV1200T AT 4X2 2P;b2E2;AC;719330000;100;100;0,100000001;;0;0,019981389;-65536;-65536;0,102852852;0,965379758
2802;JAC IEV1200T AT 4X2 2P;b2E2;AC;719330000;100;100;0,100000001;;0;0,019981389;-65536;-65536;0,102852852;0,965379758
2803;KANGOO Z.E. MAXI 2 LUGARES 2P;bF4B;AC;1,71613E+11;57;100;13;-1,017045498;43;4,767025;-65536;-65536;16,92989871;0,696446431
2804;KANGOO Z.E. MAXI 2 LUGARES 2P;bF4B;AC;1,71613E+11;57;100;13;-1,017045498;43;4,767025;-65536;-65536;16,92989871;0,696446431
2805;E-JUMPY;b117A;AC;69028330000;27,25;39,5;7,71999979;-0,394318193;72,75;1,917453611;-65536;-65536;9,221733185;0,716507305
2806;E- SCUDO 4P;b1148;AC;1,74767E+11;63,25;100;25,57999992;-0,469318181;36,75;4,854634167;-65536;-65536;16,87820925;0,748404697
2807;E- SCUDO 4P;b1146;AC;10623230000;100;100;0,529999971;-0,555681825;0;0,295089722;-65536;-65536;2,948518526;0,748404697
2808;E-JUMPY;bC87;AC;35040030000;96,75;100;3,5;-0,547727287;3,25;0,973334167;-65536;-65536;5,97048626;0,716507305
2809;E- SCUDO 4P;b1147;AC;2,2104E+11;83,12626648;100;11,94999981;-0,539772749;16,87373352;6,139988889;-65536;-65536;20,80504755;0,748404697
2810;KANGOO Z.E. MAXI 2 LUGARES 2P;b10E6;AC;85150370000;60;100;13,38000011;;40;2,365288056;-65536;-65536;9,757128945;0,696446431
2811;KANGOO Z.E. MAXI 2 LUGARES 2P;bE10;AC;1,1631E+11;40,00042343;100;19,46999931;-0,197727278;59,99957657;3,230843611;-65536;-65536;12,34210426;0,696446431
2812;E- SCUDO 4P;b1148;AC;3506600000;62,5;63,25;0,5;-0,470454544;37,5;0,097405556;-65536;-65536;2,344581151;0,748404697
2813;E- SCUDO 4P;b1148;AC;92730000;62,5;62,5;0;-0,468181819;37,5;0,002575833;-65536;-65536;2,054870475;0,748404697
2814;E- SCUDO 4P;b111A;AC;1,75621E+11;62,5;100;26,75;-0,470454544;37,5;4,878370278;-65536;-65536;16,95072454;0,748404697
2815;E-EXPERT;b1142;AC;2,04429E+11;57,75;100;30,82999992;-0,462500006;42,25;5,678576944;-65536;-65536;19,66823401;0,650632105
2816;KANGOO Z.E. MAXI 2 LUGARES 2P;bD97;AC;67600370000;71;100;10,48999977;-1,679545403;29;1,877788056;-65536;-65536;8,30121377;0,696446431
2817;E- SCUDO 4P;b1119;AC;5379230000;100;100;0,239999995;-0,151136369;0;0,149423056;-65536;-65536;2,503497836;0,748404697
2818;KANGOO Z.E. MAXI 2 LUGARES 2P;bDA8;AC;1,2243E+11;45;100;18,57999992;-0,135227278;55;3,400844444;-65536;-65536;12,84981051;0,696446431
2819;KANGOO Z.E. MAXI 2 LUGARES 2P;b40C;AC;1,2375E+11;32;100;21,68000031;-0,511363626;68;3,437511111;-65536;-65536;12,95931524;0,696446431
2820;KANGOO Z.E. MAXI 2 LUGARES 2P;b10DD;AC;16482500000;91;99;2,839999914;-0,220454544;9;0,457847222;-65536;-65536;4,060570885;0,696446431
2821;KANGOO Z.E. MAXI 2 LUGARES 2P;b382;AC;2,11387E+11;45;100;17,02000046;-0,517045438;55;5,871853611;-65536;-65536;20,22946126;0,696446431
2822;E-JUMPY;b1179;AC;5151369999;89,50335693;90,375;0,5;-1,144318223;10,49664307;0,143093611;-65536;-65536;3,11140199;0,716507305
2823;E-JUMPY;b1179;AC;5151369999;89,50335693;90,375;0,5;-1,144318223;10,49664307;0,143093611;-65536;-65536;3,11140199;0,716507305
2824;E-JUMPY;b1189;AC;4,41312E+11;19,625;90,625;47,88000107;-0,550000012;80,375;12,25866111;-65536;-65536;44,83356098;0,716507305
2825;E-JUMPY;bFAF;AC;3,69433E+11;21,5;70,875;29,07999992;-0,345454544;78,5;10,26201472;-65536;-65536;37,9577462;0,716507305
2826;E-EXPERT;b1003;AC;1,66372E+11;60,125;100;25,27000046;-0,150000006;39,875;4,621433333;-65536;-65536;16,47779596;0,650632105
2827;E-JUMPY;b118A;AC;4,27375E+11;32,875;100;46,09000015;-0,151136369;67,125;11,87152694;-65536;-65536;43,50039411;0,716507305
2828;E-JUMPY;b118A;AC;4,27375E+11;32,875;100;46,09000015;-0,151136369;67,125;11,87152694;-65536;-65536;43,50039411;0,716507305
2829;KANGOO Z.E. MAXI 2 LUGARES 2P;b7E2;AC;1,17011E+11;65;99;11,17000008;;35;3,250303611;-65536;-65536;12,40022141;0,696446431
2830;KANGOO Z.E. MAXI 2 LUGARES 2P;b7E2;AC;1,17011E+11;65;99;11,17000008;;35;3,250303611;-65536;-65536;12,40022141;0,696446431
2831;KANGOO Z.E. MAXI 2 LUGARES 2P;bCDB;AC;2,8714E+11;26;100;23,36000061;-0,392045468;74;7,976118611;-65536;-65536;26,51383325;0,696446431
2832;JAC IEV1200T AT 4X2 2P;b1214;DC;51998130000;17,5;99,99997711;84,80999756;-0,214000002;82,5;1,4443925;-65536;-65536;15,50608316;0,438444424
2833;KANGOO Z.E. MAXI 2 LUGARES 2P;bDCD;AC;3,3927E+11;7,999683857;100;30,23999977;-0,863636374;92,00031614;9,424174167;-65536;-65536;30,83844055;0,696446431
2834;E-JUMPY;b118C;AC;2,20326E+11;69,375;100;23,17000008;-0,473863631;30,625;6,120174167;-65536;-65536;23,69456537;0,716507305
2835;KANGOO Z.E. MAXI 2 LUGARES 2P;b86B;AC;1,33176E+11;52;100;15,82999992;-0,520454526;48;3,699344444;-65536;-65536;13,74127857;0,696446431
2836;E-EXPERT;b1098;AC;3,62636E+11;60,75;100;26,56999969;-0,465909094;39,25;10,07322417;-65536;-65536;32,93119048;0,650632105
2837;KANGOO Z.E. MAXI 2 LUGARES 2P;b869;AC;2,296E+11;12;100;26,13999939;;88;6,377783333;-65536;-65536;21,74041666;0,696446431
2838;KANGOO Z.E. MAXI 2 LUGARES 2P;b86F;AC;1,79196E+11;31;99;21,84000015;-0,394318193;69;4,977674167;-65536;-65536;17,55900091;0,696446431
2839;KANGOO Z.E. MAXI 2 LUGARES 2P;b869;AC;1396330000;12;12;0,150000006;-0,498863637;88;0,038786944;-65536;-65536;2,809050439;0,696446431
2840;KANGOO Z.E. MAXI 2 LUGARES 2P;b169;AC;1,75481E+11;54;100;14,14000034;-0,201136366;46;4,874458333;-65536;-65536;17,25074758;0,696446431
2841;E-JUMPY;b10EE;AC;1,95488E+11;52,625;100;29,62999916;-0,453409106;47,375;5,430215833;-65536;-65536;21,31856843;0,716507305
2842;KANGOO Z.E. MAXI 2 LUGARES 2P;bA21;AC;73750400000;72;100;9,579999924;-0,632954538;28;2,048622222;-65536;-65536;8,811408756;0,696446431
2843;KANGOO Z.E. MAXI 2 LUGARES 2P;bEC8;AC;1,0768E+11;47;100;17,62000084;-0,19886364;53;2,991118611;-65536;-65536;11,62616731;0,696446431
2844;KANGOO Z.E. MAXI 2 LUGARES 2P;b113E;AC;1,68405E+11;50;99;15,34000015;;50;4,677910278;-65536;-65536;16,66375825;0,696446431
2845;E- SCUDO 4P;b11FE;AC;1,28929E+11;78;100;16,84000015;-1,496590853;22;3,58135;-65536;-65536;12,98824725;0,748404697
2846;KANGOO Z.E. MAXI 2 LUGARES 2P;b113E;AC;250130000;50;50;0,02;-0,919318199;50;0,006948056;-65536;-65536;2,713963831;0,696446431
2847;E-JUMPY;bCEA;AC;1024700000;100;100;0;-0,551136374;0;0,028463889;-65536;-65536;2,716653705;0,716507305
2848;E- SCUDO 4P;b111F;AC;5847430000;100;100;0,360000014;-0,555681825;0;0,162428611;-65536;-65536;2,543230613;0,748404697
2849;E- SCUDO 4P;b111F;AC;5847430000;100;100;0,360000014;-0,555681825;0;0,162428611;-65536;-65536;2,543230613;0,748404697
2850;E-JUMPY;bD25;AC;4,66929E+11;35,75;95,125;37,50999832;-0,044318181;64,25;12,97024639;-65536;-65536;47,28403424;0,716507305
2851;E-JUMPY;bCE0;AC;1,78243E+11;65,875;100;21,51000023;-0,468181819;34,125;4,951193611;-65536;-65536;19,66896833;0,716507305
2852;KANGOO Z.E. MAXI 2 LUGARES 2P;bFB1;AC;1,9399E+11;7;100;30,73999977;-0,487500012;93;5,388616667;-65536;-65536;18,78627767;0,696446431
2853;KANGOO Z.E. MAXI 2 LUGARES 2P;b86D;AC;1,7688E+11;36;100;20,23999977;-0,135227278;64;4,913343611;-65536;-65536;17,36687817;0,696446431
2854;E-EXPERT;bDB6;AC;4875500000;100;100;0,340000004;-0,5534091;0;0,135430556;-65536;-65536;2,939130271;0,650632105
2855;E-JUMPY;bDB5;AC;5289600000;100;100;0,389999986;-0,552272737;0;0,146933333;-65536;-65536;3,124624772;0,716507305
2856;E-EXPERT;b121F;AC;1,17915E+11;77,875;100;16,75;-0,530681789;22,125;3,275405556;-65536;-65536;12,41551134;0,650632105
2857;E-EXPERT;b121D;AC;3,38713E+11;25,5;100;51,09999847;-0,394318193;74,5;9,408704722;-65536;-65536;30,92568423;0,650632105
2858;E-JUMPY;b9D9;AC;1,27153E+11;70,625;100;19,32999992;-0,474999994;29,375;3,532026944;-65536;-65536;14,78180995;0,716507305
2859;E-JUMPY;b5AA;AC;2,65227E+11;16;100;54,15999985;-0,343181819;84;7,367425;-65536;-65536;27,98970033;0,716507305
2860;E-JUMPY;b5AA;AC;2,65227E+11;16;100;54,15999985;-0,343181819;84;7,367425;-65536;-65536;27,98970033;0,716507305
2861;E-JUMPY;b10D4;AC;57398900000;90,5;100;7,690000057;-0,556818187;9,5;1,594413889;-65536;-65536;8,109287181;0,716507305
2862;E-JUMPY;b10D4;AC;57398900000;90,5;100;7,690000057;-0,556818187;9,5;1,594413889;-65536;-65536;8,109287181;0,716507305
2863;E-JUMPY;bC61;AC;91494370000;65,625;97,875;20,96999931;-0,469318181;34,375;2,541510278;-65536;-65536;11,37078575;0,716507305
2864;KANGOO Z.E. MAXI 2 LUGARES 2P;b1F8;AC;68050370000;70;100;10,71000004;-0,420454532;30;1,890288056;-65536;-65536;8,338544928;0,696446431
2865;KANGOO Z.E. MAXI 2 LUGARES 2P;b1F5;AC;1,6966E+11;12;100;28,01000023;;88;4,712788889;-65536;-65536;16,76792297;0,696446431
2866;E-JUMPY;b5EE;AC;1,39844E+11;72,5;100;20,04999924;-0,151136369;27,5;3,884559167;-65536;-65536;15,99581874;0,716507305
2867;KANGOO Z.E. MAXI 2 LUGARES 2P;b3CB;AC;1,1188E+11;46;100;18,18000031;-0,226136357;54;3,107788889;-65536;-65536;11,97460224;0,696446431
2868;E-EXPERT;b121D;AC;13287270000;22,25;25,625;2,140000105;-0,346590906;77,75;0,369090833;-65536;-65536;3,644312265;0,650632105
2869;E- SCUDO 4P;b11B5;AC;4,92966E+11;56,75;87,25;19,13999939;-0,461363643;43,25;13,69349361;-65536;-65536;43,88147239;0,748404697
2870;KANGOO Z.E. MAXI 2 LUGARES 2P;b879;AC;82094869999;26;75;14,43000031;-0,195454553;74;2,280413056;-65536;-65536;9,50365038;0,696446431
2871;JAC IEV1200T AT 4X2 2P;b229;AC;4,37665E+11;28,5;100;70,94999695;-2,473863602;71,5;12,15734806;-65536;-65536;68,73187033;0,965379758
2872;JAC IEV1200T AT 4X2 2P;b229;AC;4,37665E+11;28,5;100;70,94999695;-2,473863602;71,5;12,15734806;-65536;-65536;68,73187033;0,965379758
2873;KANGOO Z.E. MAXI 2 LUGARES 2P;bF48;AC;1,55231E+11;65;100;11,5;-1,579545498;35;4,311966667;-65536;-65536;15,57087034;0,696446431
2874;KANGOO Z.E. MAXI 2 LUGARES 2P;b10E2;AC;1,1962E+11;37;100;20,70000076;-0,394318193;63;3,322788889;-65536;-65536;12,61669816;0,696446431
2875;KANGOO Z.E. MAXI 2 LUGARES 2P;b3C4;AC;98110200000;53;100;15,34000015;-0,322727263;47;2,725283333;-65536;-65536;10,8322522;0,696446431
2876;KANGOO Z.E. MAXI 2 LUGARES 2P;bA7A;AC;1,5898E+11;18;100;26,18000031;-0,772727251;82;4,416122222;-65536;-65536;15,88193014;0,696446431
2877;JAC IEV1200T AT 4X2 2P;b228;AC;2,35883E+11;62;100;38,40000153;;38;6,552303611;-65536;-65536;37,03894189;0,965379758
2878;BYD ET3;b1017;AC;1,7398E+11;49;100;27,21999931;;51;4,832788889;-65536;-65536;27,14422949;0,961256348
2879;E- SCUDO 4P;b1118;AC;2,07022E+11;56,625;100;29,97999954;-0,460227281;43,375;5,7506075;-65536;-65536;19,61546329;0,748404697
2880;KANGOO Z.E. MAXI 2 LUGARES 2P;bF49;AC;1,6455E+11;60;99,99975586;13,18000031;;40;4,570843611;-65536;-65536;16,34400444;0,696446431
2881;KANGOO Z.E. MAXI 2 LUGARES 2P;bF49;AC;1,6455E+11;60;99,99975586;13,18000031;;40;4,570843611;-65536;-65536;16,34400444;0,696446431
2882;KANGOO Z.E. MAXI 2 LUGARES 2P;bAF7;AC;1,3579E+11;31;100;22,45000076;-0,786363661;69;3,771955556;-65536;-65536;13,95813112;0,696446431
2883;KANGOO Z.E. MAXI 2 LUGARES 2P;b231;AC;65680400000;69;100;10,52999973;-0,209090903;31;1,824455556;-65536;-65536;8,14193665;0,696446431
2884;KANGOO Z.E. MAXI 2 LUGARES 2P;b10D8;AC;63799399999;67;99;11,03999996;-0,331818193;33;1,772205556;-65536;-65536;7,985892408;0,696446431
2885;KANGOO Z.E. MAXI 5 LUGARES 2P;b219;AC;63616200000;69;100;10,21000004;-1,459090948;31;1,767116667;-65536;-65536;-65536;-65536
2886;KANGOO Z.E. MAXI 5 LUGARES 2P;b219;AC;63616200000;69;100;10,21000004;-1,459090948;31;1,767116667;-65536;-65536;-65536;-65536
2887;KANGOO Z.E. MAXI 2 LUGARES 2P;b233;AC;72850300000;62;100;12,27999973;;38;2,023619444;-65536;-65536;8,736738143;0,696446431
2888;KANGOO Z.E. MAXI 5 LUGARES 2P;b21A;AC;54310270000;73,99965668;100;8,930000305;-0,337500006;26,00034332;1,508618611;-65536;-65536;-65536;-65536
2889;E-JUMPY;b73F;AC;2,82419E+11;40;100;39,18999863;-0,400000006;60;7,844964722;-65536;-65536;29,63419517;0,716507305
2890;KANGOO Z.E. MAXI 5 LUGARES 2P;bDC8;AC;52063430000;85;99;4,53000021;-0,226136357;15;1,446206389;-65536;-65536;-65536;-65536
2891;E-JUMPY;bE06;AC;1,09062E+11;80,875;100;14,17000008;-1,5;19,125;3,029502778;-65536;-65536;13,05127663;0,716507305
2892;JAC IEV1200T AT 4X2 2P;b220;AC;1,38144E+11;44,5;67,5;22,57999992;-1,002272725;55,5;3,837339722;-65536;-65536;21,68756385;0,965379758
2893;KANGOO Z.E. MAXI 5 LUGARES 2P;b87C;AC;1,52587E+11;25;100;24,22999954;-0,135227278;75;4,238521389;-65536;-65536;-65536;-65536
2894;KANGOO Z.E. MAXI 5 LUGARES 2P;b87C;AC;1,52587E+11;25;100;24,22999954;-0,135227278;75;4,238521389;-65536;-65536;-65536;-65536
2895;KANGOO Z.E. MAXI 2 LUGARES 2P;bFB0;AC;1,5727E+11;21;100;25,17000008;-1,089772701;79;4,368622222;-65536;-65536;15,74007174;0,696446431
2896;E-JUMPY;bEE2;AC;1,32937E+11;72,5;100;18,71999931;-0,150000006;27,5;3,692689722;-65536;-65536;15,33508143;0,716507305
2897;KANGOO Z.E. MAXI 2 LUGARES 2P;b1F9;AC;59070400000;74;100;9,18999958;-0,211363643;26;1,640844444;-65536;-65536;7,593583413;0,696446431
2898;KANGOO Z.E. MAXI 2 LUGARES 2P;b1F7;AC;1,0087E+11;50;100;16,56999969;-0,200000003;50;2,801954722;-65536;-65536;11,06123074;0,696446431
2899;KANGOO Z.E. MAXI 2 LUGARES 2P;bF4A;AC;1,8021E+11;59;100;14,36999989;;41;5,005838889;-65536;-65536;17,64311464;0,696446431
2900;KANGOO Z.E. MAXI 2 LUGARES 2P;b87D;AC;71623470000;68;100;10,90999985;;32;1,989540833;-65536;-65536;8,634962621;0,696446431
2901;KANGOO Z.E. MAXI 2 LUGARES 2P;b3CD;AC;78880270000;64;100;12,39999962;-0,619318187;36;2,191118611;-65536;-65536;9,236973176;0,696446431
2902;E-JUMPY;bC83;AC;4,48565E+11;44,5;100;33,31000137;-0,402272731;55,5;12,46014083;-65536;-65536;45,52739303;0,716507305
2903;E-JUMPY;bC83;AC;4,48565E+11;44,5;100;33,31000137;-0,402272731;55,5;12,46014083;-65536;-65536;45,52739303;0,716507305
2904;E-JUMPY;b9DA;AC;1,98294E+11;53,5;100;29,45999908;-0,150000006;46,5;5,508165833;-65536;-65536;21,58700342;0,716507305
2905;KANGOO Z.E. MAXI 2 LUGARES 2P;bE43;AC;1,4154E+11;66,00032806;100;11,78999996;-0,331818193;33,99967194;3,931677778;-65536;-65536;14,43514036;0,696446431
2906;KANGOO Z.E. MAXI 2 LUGARES 2P;b5E7;AC;37899330000;72;94;6,769999981;-0,221590906;28;1,052759167;-65536;-65536;5,837271044;0,696446431
2907;KANGOO Z.E. MAXI 2 LUGARES 2P;bCF9;AC;4,89779E+11;20;100;25,12000084;-0,194318175;80;13,60498528;-65536;-65536;43,32440227;0,696446431
2908;KANGOO Z.E. MAXI 2 LUGARES 2P;b81D;AC;1,0144E+11;51;100;15,93000031;;49;2,817788056;-65536;-65536;11,10851688;0,696446431
2909;E-JUMPY;b957;AC;1,33789E+11;68,75;100;20,55999947;-0,470454544;31,25;3,716355556;-65536;-65536;15,41657903;0,716507305
2910;KANGOO Z.E. MAXI 2 LUGARES 2P;b236;AC;56410370000;73;100;9,409999847;-0,337500006;27;1,566954722;-65536;-65536;7,3729123;0,696446431
2911;E-JUMPY;b953;AC;1,85832E+11;54,75;100;28,79000092;-0,150000006;45,25;5,162011944;-65536;-65536;20,39495958;0,716507305
2912;E-JUMPY;b953;AC;1,85832E+11;54,75;100;28,79000092;-0,150000006;45,25;5,162011944;-65536;-65536;20,39495958;0,716507305
2913;JAC IEV1200T AT 4X2 2P;b21F;AC;2,06711E+11;67;100;33,63000107;-2,068181753;33;5,741980556;-65536;-65536;32,45708517;0,965379758
2914;KANGOO Z.E. MAXI 2 LUGARES 2P;b3FA;AC;38658570000;52;72;6,590000153;-0,320454538;48;1,073849167;-65536;-65536;5,900256175;0,696446431
2915;KANGOO Z.E. MAXI 2 LUGARES 2P;b9B9;AC;9134300000;99;99;1,00999999;;1;0,253730556;-65536;-65536;3,450977957;0,696446431
2916;KANGOO Z.E. MAXI 2 LUGARES 2P;b383;AC;1,86432E+11;29;79;14,88000011;-1,956818223;71;5,178671389;-65536;-65536;18,15927764;0,696446431
2917;KANGOO Z.E. MAXI 2 LUGARES 2P;b3F9;AC;1901470000;91;91,99997711;0,159999996;;9;0,052818611;-65536;-65536;2,850955909;0,696446431
2918;JAC IEV1200T AT 4X2 2P;bA62;AC;4,16732E+11;33;100;67,04000092;;67;11,57589444;-65536;-65536;65,44412339;0,965379758
2919;E-JUMPY;bC8D;AC;4,62918E+11;49,625;100;34,70999908;-0,406818181;50,375;12,85882972;-65536;-65536;46,90035069;0,716507305
2920;KANGOO Z.E. MAXI 2 LUGARES 2P;b10DF;AC;1,04863E+11;45;100;18,36000061;-0,200000003;55;2,9128575;-65536;-65536;11,39244107;0,696446431
2921;E-JUMPY;b956;AC;3880430000;100;100;0,430000007;-0,551136374;0;0,107789722;-65536;-65536;2,989826632;0,716507305
2922;KANGOO Z.E. MAXI 2 LUGARES 2P;b235;AC;56054170000;67;99;10,38000011;-0,207954541;33;1,557060278;-65536;-65536;7,343362614;0,696446431
2923;KANGOO Z.E. MAXI 2 LUGARES 2P;b235;AC;56054170000;67;99;10,38000011;-0,207954541;33;1,557060278;-65536;-65536;7,343362614;0,696446431
2924;KANGOO Z.E. MAXI 2 LUGARES 2P;b37F;AC;3,10563E+11;20;100;25,07999992;-0,309090912;80;8,626761111;-65536;-65536;28,4569723;0,696446431
2925;KANGOO Z.E. MAXI 5 LUGARES 2P;b22C;AC;56590370000;72,99981689;100;9,079999924;-0,135227278;27,00018311;1,571954722;-65536;-65536;-65536;-65536
2926;KANGOO Z.E. MAXI 2 LUGARES 2P;b9B6;AC;20985000000;80;87;1,889999986;;20;0,582916667;-65536;-65536;4,434089864;0,696446431
2927;ZOE;b10FF;AC;28998530000;;;0;;;0,805514722;-65536;-65536;-65536;-65536
2928;KANGOO Z.E. MAXI 2 LUGARES 2P;b403;AC;1,0143E+11;51;100;16,21999931;-0,226136357;49;2,817510278;-65536;-65536;11,10768729;0,696446431
2929;E- SCUDO 4P;b11D5;AC;60144799999;94;100;4,690000057;-0,550000012;6;1,670688889;-65536;-65536;7,151059194;0,748404697
2930;E- SCUDO 4P;b11B3;AC;616600000;100;100;0;-0,151136369;0;0,017127778;-65536;-65536;2,099327567;0,748404697
2931;KANGOO Z.E. MAXI 2 LUGARES 2P;b86A;AC;73546240000;75;100;8,75;-0,212500006;25;2,042951111;-65536;-65536;8,794472024;0,696446431
2932;E- SCUDO 4P;b11D2;AC;3,11769E+11;65,375;100;25,09000015;-0,151136369;34,625;8,660251944;-65536;-65536;28,50460731;0,748404697
2933;E-EXPERT;bF6D;AC;3,06296E+11;63,375;100;23,64999962;-0,150000006;36,625;8,508214722;-65536;-65536;28,20802362;0,650632105
2934;E-EXPERT;b1020;AC;5,98516E+11;58,5;100;26,65999985;-0,462500006;41,5;16,6254325;-65536;-65536;52,70562277;0,650632105
2935;E-EXPERT;bF24;AC;3,71914E+11;52,125;100;29,40999985;-0,453409106;47,875;10,33093333;-65536;-65536;33,70895153;0,650632105
2936;E- SCUDO 4P;b11B6;AC;4768830000;100;100;0,289999992;-0,151136369;0;0,1324675;-65536;-65536;2,451697563;0,748404697
2937;E-EXPERT;b1071;AC;99026330000;92,75;100;4,409999847;-0,545454562;7,25;2,750731389;-65536;-65536;10,83205531;0,650632105
2938;E-EXPERT ELÉTRICO 2P;b1240;AC;1,85769E+11;89,625;100;7,670000076;-0,151136369;10,375;5,160250833;-65536;-65536;-65536;-65536
2939;E-EXPERT ELÉTRICO 2P;b1240;AC;1,85769E+11;89,625;100;7,670000076;-0,151136369;10,375;5,160250833;-65536;-65536;-65536;-65536
2940;E-JUMPY;b98F;AC;76856470000;86,625;100;9,380000114;-0,151136369;13,375;2,134901944;-65536;-65536;9,970556047;0,716507305
2941;E-JUMPY;b982;AC;76543570000;90,125;100;7,570000172;-0,543181837;9,875;2,126210278;-65536;-65536;9,940624713;0,716507305
2942;E- SCUDO 4P;b1209;AC;1,68233E+11;77;100;17,55999947;-0,151136369;23;4,673131389;-65536;-65536;16,32370702;0,748404697
2943;KANGOO Z.E. MAXI 2 LUGARES 2P;b125A;AC;92260270000;54;100;14,72999954;;46;2,562785278;-65536;-65536;10,34695295;0,696446431
2944;KANGOO Z.E. MAXI 2 LUGARES 2P;b1DE;AC;1,3896E+11;34;100;21,95000076;-13,97727299;66;3,8600075;-65536;-65536;14,2210976;0,696446431
2945;E-JUMPY;bE9E;AC;2,06656E+11;67;100;22,19000053;-0,479545444;33;5,740430556;-65536;-65536;22,38684921;0,716507305
2946;KANGOO Z.E. MAXI 2 LUGARES 2P;bA80;AC;1,72243E+11;13;100;28,09000015;-0,190909088;87;4,784526944;-65536;-65536;16,98216814;0,696446431
2947;E-JUMPY;bE9F;AC;3290700000;100;100;0,209999993;-0,151136369;0;0,091408333;-65536;-65536;2,933414341;0,716507305
2948;KANGOO Z.E. MAXI 5 LUGARES 2P;b11E5;AC;3948800000;100;100;0,270000011;-0,451136351;0;0,109688889;-65536;-65536;-65536;-65536
2949;E-JUMPY;bCCF;AC;2,34876E+11;49,5;100;31,60000038;-0,405681819;50,5;6,524322222;-65536;-65536;25,08632266;0,716507305
2950;KANGOO Z.E. MAXI 2 LUGARES 2P;b240;AC;610730000;80;81;0,079999998;-0,643181801;20;0,016964722;-65536;-65536;2,743878532;0,696446431
2951;E-JUMPY;b5AC;AC;1,01338E+11;80,75;100;13,90999985;-0,151136369;19,25;2,814951944;-65536;-65536;12,31243184;0,716507305
2952;E-JUMPY FURGÃO 2P;b126A;AC;1,2958E+11;71,375;100;20,06999969;-1,046590924;28,625;3,599438889;-65536;-65536;-65536;-65536
2953;KANGOO Z.E. MAXI 2 LUGARES 2P;b237;AC;85210170000;56;100;14,59000015;;44;2,366949167;-65536;-65536;9,762089841;0,696446431
2954;E-JUMPY;b884;AC;3,2547E+11;14;100;27,10000038;-0,49545455;86;9,040843611;-65536;-65536;33,7524215;0,716507305
2955;E-JUMPY;bA1E;AC;3,33465E+11;21,625;100;48,95999908;-0,346590906;78,375;9,262913056;-65536;-65536;34,517158;0,716507305
2956;E- SCUDO 4P;b11E9;AC;3484930000;100;100;0,230000004;-0,151136369;0;0,096803611;-65536;-65536;2,342742173;0,748404697
2957;E-EXPERT;bD34;DC;45673830000;65;100;26,53000069;-0,412999988;35;1,2687175;-65536;-65536;22,2012586;0,596607818
2958;E-EXPERT;bD31;DC;23528600000;65,625;100;23,70000076;-0,412;34,375;0,653572222;-65536;-65536;15,98004797;0,596607818
2959;E-EXPERT;b1174;AC;48750430000;92;100;6,559999943;-0,547727287;8;1,354178611;-65536;-65536;6,617287264;0,650632105
2960;KANGOO Z.E. MAXI 2 LUGARES 2P;b1100;AC;1,0092E+11;48;100;17,98999977;-0,226136357;52;2,803338889;-65536;-65536;11,06536455;0,696446431
2961;E-EXPERT;bD35;DC;38793130000;64,375;100;26,45000076;-0,133000001;35,625;1,077586944;-65536;-65536;20,26827872;0,596607818
2962;E-JUMPY;bD2D;DC;49623600000;63,75;100;26,61000061;-0,412999988;36,25;1,378433333;-65536;-65536;35,07003163;0,893528766
2963;KANGOO Z.E. MAXI 2 LUGARES 2P;bCC5;AC;75580370000;66;100;12,02999973;-0,414772719;34;2,099454722;-65536;-65536;8,963219644;0,696446431
2964;E-JUMPY;b5AA;AC;1,36501E+11;14,5;65,75;32,09999847;-0,344318181;85,5;3,791705556;-65536;-65536;15,67606045;0,716507305
