Id;ModeloCarro;DeviceId;ChargeType;DurationTicks;StartStateOfCharge;EndStateOfCharge;MeasuredBatteryEnergyInKwh;PeakPowerKw;DeltaSOC;DurationHours;valor_predito;confian�aa;MeasuredBatteryEnergyInKwh_Predict;Hit_Rate
2620;E-EXPERT;b7B3;AC;1,14472E+11;49,875;57,625;4,929999828;-0,044318181;50,125;3,179777778;-65536;-65536;12,12690864;0,650632105
2621;KANGOO Z.E. MAXI 2 LUGARES 2P;b40F;AC;93674500000;55;99;14,52000046;-0,224999994;45;2,602069444;-65536;-65536;10,46427483;0,696446431
2622;KANGOO Z.E. MAXI 2 LUGARES 2P;b40F;AC;93674500000;55;99;14,52000046;-0,224999994;45;2,602069444;-65536;-65536;10,46427483;0,696446431
2623;E-JUMPY;bDB7;AC;18000000;100;100;0;-0,150000006;0;0,0005;-65536;-65536;2,620354971;0,716507305
2624;E-JUMPY;b6BE;AC;1001570000;1;1;0,01;-1,154545426;99;0,027821389;-65536;-65536;2,71444114;0,716507305
2625;KANGOO Z.E. MAXI 2 LUGARES 2P;bE68;AC;6222870000;100;100;0,479999989;-0,223863631;0;0,1728575;-65536;-65536;3,20945117;0,696446431
2626;KANGOO Z.E. MAXI 2 LUGARES 2P;b1105;AC;15461530000;34;38,00130844;1,269999981;-0,197727278;66;0,429486944;-65536;-65536;3,975873124;0,696446431
2627;E-JUMPY;b6BE;AC;3378530000;1;1;0,379999995;;99;0,093848056;-65536;-65536;2,941815968;0,716507305
2628;KANGOO Z.E. MAXI 5 LUGARES 2P;bDC3;AC;1,89249E+11;20;79;16,78000069;-0,503409088;80;5,256921389;-65536;-65536;-65536;-65536
2629;KANGOO Z.E. MAXI 2 LUGARES 2P;b24C;AC;1,0537E+11;77;100;8,340000153;-0,212500006;23;2,926951944;-65536;-65536;11,43453403;0,696446431
2630;KANGOO Z.E. MAXI 2 LUGARES 2P;bE75;AC;3767630000;100;100;0,300000012;-0,223863631;0;0,104656389;-65536;-65536;3,005769052;0,696446431
2631;E-EXPERT;bF7A;AC;39070000;100;100;0;-0,150000006;0;0,001085278;-65536;-65536;2,533678939;0,650632105
2632;KANGOO Z.E. MAXI 2 LUGARES 2P;b7E4;AC;971730000;88;89;0,140000001;;12;0,0269925;-65536;-65536;2,773826417;0,696446431
2633;KANGOO Z.E. MAXI 2 LUGARES 2P;b7E4;AC;971730000;88;89;0,140000001;;12;0,0269925;-65536;-65536;2,773826417;0,696446431
2634;KANGOO Z.E. MAXI 2 LUGARES 2P;b3FF;AC;2479670000;52;53;0,409999996;-0,201136366;48;0,068879722;-65536;-65536;2,898922299;0,696446431
2635;KANGOO Z.E. MAXI 2 LUGARES 2P;b7E4;AC;7211970000;84;88;1,210000038;;16;0,2003325;-65536;-65536;3,291505056;0,696446431
2636;KANGOO Z.E. MAXI 2 LUGARES 2P;b3C8;AC;98743040000;70,99999237;95,99999237;7,539999962;;29,00000763;2,742862222;-65536;-65536;10,88475142;0,696446431
2637;E-JUMPY;b117A;AC;3,30236E+11;39,5;93,5;37,33000183;-0,150000006;60,5;9,173235278;-65536;-65536;34,20833627;0,716507305
2638;E-EXPERT;bE36;AC;7282800000;100;100;0,280000001;-0,151136369;0;0,2023;-65536;-65536;3,140940902;0,650632105
2639;KANGOO Z.E. MAXI 2 LUGARES 2P;b7E4;AC;1065699999;84;85;0,180000007;;16;0,029602778;-65536;-65536;2,781621993;0,696446431
2640;KANGOO Z.E. MAXI 2 LUGARES 2P;b10DE;AC;75463570000;30;73;13,11999989;-0,313636363;70;2,096210278;-65536;-65536;8,953530135;0,696446431
2641;KANGOO Z.E. MAXI 2 LUGARES 2P;b10DE;AC;75463570000;30;73;13,11999989;-0,313636363;70;2,096210278;-65536;-65536;8,953530135;0,696446431
2642;E-EXPERT;bD3D;AC;220940000;100;100;0;-0,151136369;0;0,006137222;-65536;-65536;2,548925605;0,650632105
2643;KANGOO Z.E. MAXI 2 LUGARES 2P;b10D7;AC;1,0648E+11;48;100;17,22999954;-0,19886364;52;2,957788056;-65536;-65536;11,52662585;0,696446431
2644;E-JUMPY;bC84;AC;70526130000;40,5;49,75;5,570000172;-0,398863643;59,5;1,959059167;-65536;-65536;9,365009478;0,716507305
2645;KANGOO Z.E. MAXI 2 LUGARES 2P;b9E1;AC;24281330000;92;100;3,089999914;-1,319318175;8;0,674481389;-65536;-65536;4,707547235;0,696446431
2646;E-EXPERT;bC78;AC;619870000;100;100;0;-0,150000006;0;0,017218611;-65536;-65536;2,582369012;0,650632105
2647;KANGOO Z.E. MAXI 2 LUGARES 2P;b406;AC;10603200000;41;42,0004158;0,529999971;;59;0,294533333;-65536;-65536;3,572835154;0,696446431
2648;E-JUMPY;bA22;AC;6200000;100;100;0;-0,150000006;0;0,000172222;-65536;-65536;2,619226208;0,716507305
2649;E-JUMPY;b5C5;AC;439300000;100;100;0;-0,150000006;0;0,012202778;-65536;-65536;2,660655613;0,716507305
2650;KWID E-TECH;bFD2;AC;31728670000;94;100;2,660000086;-1,523863673;6;0,881351944;-65536;-65536;-65536;-65536
2651;E-EXPERT;bBB1;AC;78530000;100;100;0;-0,150000006;0;0,002181389;-65536;-65536;2,53698698;0,650632105
2652;E-EXPERT;bBB1;AC;78530000;100;100;0;-0,150000006;0;0,002181389;-65536;-65536;2,53698698;0,650632105
2653;KANGOO Z.E. MAXI 2 LUGARES 2P;bE76;AC;95440400000;78;100;7,159999847;-0,768181801;22;2,651122222;-65536;-65536;10,61077059;0,696446431
2654;KANGOO Z.E. MAXI 2 LUGARES 2P;bBD9;AC;1,29041E+11;35;100;21,28000069;-0,593181789;65;3,584468611;-65536;-65536;13,39820273;0,696446431
2655;KANGOO Z.E. MAXI 2 LUGARES 2P;bBD9;AC;1,29041E+11;35;100;21,28000069;-0,593181789;65;3,584468611;-65536;-65536;13,39820273;0,696446431
2656;E-EXPERT;bF1F;AC;58099999;100;100;0;-0,150000006;0;0,001613889;-65536;-65536;2,535274276;0,650632105
2657;E- SCUDO 4P;b11B0;AC;68441330000;94;100;5,360000134;-0,551136374;6;1,901148056;-65536;-65536;7,855126224;0,748404697
2658;E-EXPERT;b1143;AC;6012670000;100;100;0;-0,555681825;0;0,167018611;-65536;-65536;3,034462384;0,650632105
2659;E-EXPERT;b944;AC;199930000;100;100;0;-0,151136369;0;0,005553611;-65536;-65536;2,547164278;0,650632105
2660;E-JUMPY;bD27;AC;2,83928E+11;51;85,5;21,13999939;-0,406818181;49;7,886878611;-65536;-65536;29,77853326;0,716507305
2661;E- SCUDO 4P;b111F;AC;630700000;100;100;0;-0,151136369;0;0,017519444;-65536;-65536;2,100524133;0,748404697
2662;E- SCUDO 4P;b111F;AC;630700000;100;100;0;-0,151136369;0;0,017519444;-65536;-65536;2,100524133;0,748404697
2663;KANGOO Z.E. MAXI 2 LUGARES 2P;b402;AC;1600830000;74;75;0,270000011;;26;0,0444675;-65536;-65536;2,826015377;0,696446431
2664;E- SCUDO 4P;b111F;AC;1260230000;100;100;0;-0,151136369;0;0,035006389;-65536;-65536;2,153947831;0,748404697
2665;E- SCUDO 4P;b111F;AC;1260230000;100;100;0;-0,151136369;0;0,035006389;-65536;-65536;2,153947831;0,748404697
2666;E- SCUDO 4P;b11B2;AC;930370000;100;100;0;-0,151136369;0;0,025843611;-65536;-65536;2,125954977;0,748404697
2667;KANGOO Z.E. MAXI 2 LUGARES 2P;b10F1;AC;60824399999;75;100;8,850000381;-0,211363643;25;1,689566667;-65536;-65536;7,739091973;0,696446431
2668;E- SCUDO 4P;b11B1;AC;5642230000;100;100;0,449999988;-0,555681825;0;0,156728611;-65536;-65536;2,52581676;0,748404697
2669;E- SCUDO 4P;b11B1;AC;5642230000;100;100;0,449999988;-0,555681825;0;0,156728611;-65536;-65536;2,52581676;0,748404697
2670;E-JUMPY;b954;AC;1617769999;100;100;0,07;-0,551136374;0;0,044938056;-65536;-65536;2,773385492;0,716507305
2671;E-EXPERT;b81C;AC;32034970000;90,375;96,25;4,78000021;-0,545454562;9,625;0,889860278;-65536;-65536;5,21598392;0,650632105
2672;KANGOO Z.E. MAXI 2 LUGARES 2P;bDC0;AC;17508130000;95;100;2,160000086;-0,220454544;5;0,486336944;-65536;-65536;4,145655232;0,696446431
2673;E- SCUDO 4P;b11B0;AC;26806670000;91;94,125;2,119999886;-0,547727287;9;0,744629722;-65536;-65536;4,321891073;0,748404697
2674;KANGOO Z.E. MAXI 2 LUGARES 2P;b895;AC;28454800000;81;93;3,630000114;-0,429545462;19;0,790411111;-65536;-65536;5,0537705;0,696446431
2675;E-JUMPY;bF9D;AC;22382900000;100;100;0;-2,159090996;0;0,621747222;-65536;-65536;4,759732707;0,716507305
2676;KANGOO Z.E. MAXI 2 LUGARES 2P;b23F;AC;43184870000;79;100;6,630000114;;21;1,199579722;-65536;-65536;6,275749557;0,696446431
2677;PARTNER RAPID BUSINESS PACK - MOTOR 1.4;b1131;AC;23836400000;70;85;4,539999962;;30;0,662122222;-65536;-65536;-65536;-65536
2678;E-JUMPY;b5C1;AC;57821730000;41,875;63,625;14;-0,400000006;58,125;1,606159167;-65536;-65536;8,14973418;0,716507305
2679;KANGOO Z.E. MAXI 2 LUGARES 2P;b1101;AC;1,00123E+11;42;99;18,10000038;-0,513636351;58;2,781180556;-65536;-65536;10,99918885;0,696446431
2680;KANGOO Z.E. MAXI 2 LUGARES 2P;bD8C;AC;18912770000;78,99989319;89,00061035;3,230000019;;21,00010681;0,525354722;-65536;-65536;4,262181539;0,696446431
2681;E-JUMPY;bCCA;AC;10560000000;84,625;87,125;1,69999516;-0,147727266;15,375;0,293333333;-65536;-65536;3,628779784;0,716507305
2682;E-JUMPY;bC76;AC;32837000000;74,375;86;7,699999809;-0,477272719;25,625;0,912138889;-65536;-65536;5,759749198;0,716507305
2683;KANGOO Z.E. MAXI 2 LUGARES 2P;b10DC;AC;42315430000;43;66;7,099999905;-0,318181813;57;1,175428611;-65536;-65536;6,20362244;0,696446431
2684;E-JUMPY;bF4E;AC;1530000;100;100;0;;0;4,25E-05;-65536;-65536;2,618779486;0,716507305
2685;E-JUMPY;bFA8;AC;487030000;100;100;0;-0,150000006;0;0,013528611;-65536;-65536;2,665221361;0,716507305
2686;KANGOO Z.E. MAXI 2 LUGARES 2P;b409;AC;81219400000;33;76;13,40999985;-0,393181831;67;2,256094444;-65536;-65536;9,431023026;0,696446431
2687;KANGOO Z.E. MAXI 2 LUGARES 2P;b409;AC;81219400000;33;76;13,40999985;-0,393181831;67;2,256094444;-65536;-65536;9,431023026;0,696446431
2688;KANGOO Z.E. MAXI 2 LUGARES 2P;b720;AC;83716100000;53;99;15,06999969;-0,602272749;47;2,325447222;-65536;-65536;9,638144588;0,696446431
2689;KANGOO Z.E. MAXI 2 LUGARES 2P;b3FB;AC;1,0743E+11;43,00361252;99;17,71999931;-0,197727278;56,99638748;2,9841675;-65536;-65536;11,60540787;0,696446431
2690;KANGOO Z.E. MAXI 2 LUGARES 2P;b3FB;AC;1,0743E+11;43,00361252;99;17,71999931;-0,197727278;56,99638748;2,9841675;-65536;-65536;11,60540787;0,696446431
2691;E-JUMPY;b6B1;AC;56890170000;89,5;100;6,83991003;-0,150000006;10,5;1,5802825;-65536;-65536;8,060623174;0,716507305
2692;E-JUMPY;b70F;AC;1,03712E+11;67,125;97;21;-0,552272737;32,875;2,880884167;-65536;-65536;12,53948143;0,716507305
2693;E-JUMPY;b6B6;AC;1,11345E+11;66,5;98,5;21,89999962;-0,469318181;33,5;3,092915833;-65536;-65536;13,26965102;0,716507305
2694;KANGOO Z.E. MAXI 2 LUGARES 2P;b5F1;AC;29970300000;88;100;4,119999886;-0,568181813;12;0,832508333;-65536;-65536;5,179493546;0,696446431
2695;KANGOO Z.E. MAXI 2 LUGARES 2P;b10AB;AC;77684370000;67;100;11,85000038;-1,670454502;33;2,157899167;-65536;-65536;9,137763549;0,696446431
2696;KANGOO Z.E. MAXI 2 LUGARES 2P;b401;AC;1,36243E+11;30;99;22,26000023;-0,510227263;70;3,784531389;-65536;-65536;13,99568875;0,696446431
2697;KANGOO Z.E. MAXI 2 LUGARES 2P;b1E2;AC;1,1991E+11;43;100;18,89999962;-0,19886364;57;3,330835278;-65536;-65536;12,64072864;0,696446431
2698;E-EXPERT;b1006;AC;1,0341E+11;50,75;73,625;15,47000027;-0,407954544;49,25;2,872513056;-65536;-65536;11,19958992;0,650632105
2699;KANGOO Z.E. MAXI 2 LUGARES 2P;b113E;AC;1751470000;100;100;0,140000001;-0,80795455;0;0,048651944;-65536;-65536;2,838512189;0,696446431
2700;E-JUMPY;bFAE;AC;90345030000;89,25;100;6,670000076;-0,539772749;10,75;2,509584167;-65536;-65536;11,26084239;0,716507305
2701;E-JUMPY;bFAE;AC;37396070000;84,625;89,25;2,789999962;-0,534090936;15,375;1,038779722;-65536;-65536;6,195859927;0,716507305
2702;KANGOO Z.E. MAXI 2 LUGARES 2P;b87A;AC;2,17088E+11;40,00016403;75,99905396;11,28999996;;59,99983597;6,030219444;-65536;-65536;20,70241966;0,696446431
2703;KANGOO Z.E. MAXI 2 LUGARES 2P;b8B7;AC;5,2529E+11;15;100;26,67000008;-0,190909088;85;14,59139639;-65536;-65536;46,27031182;0,696446431
2704;KANGOO Z.E. MAXI 2 LUGARES 2P;bEE1;AC;34125270000;96;100;2,690000057;-0,444318175;4;0,947924167;-65536;-65536;5,524182086;0,696446431
2705;KANGOO Z.E. MAXI 2 LUGARES 2P;bAB1;AC;1,4568E+11;65,00005341;100;11,94999981;-0,206818178;34,99994659;4,046676944;-65536;-65536;14,77858453;0,696446431
2706;KANGOO Z.E. MAXI 2 LUGARES 2P;b377;AC;2,52251E+11;24,00296021;97,99989319;21,42000008;-0,780681789;75,99703979;7,006961111;-65536;-65536;23,61945148;0,696446431
2707;E-JUMPY;bA06;AC;4,76153E+11;41,375;74,25;21,71999931;-0,400000006;58,625;13,22646583;-65536;-65536;48,16637247;0,716507305
2708;KANGOO Z.E. MAXI 2 LUGARES 2P;b123B;AC;1,91743E+11;27,97131729;98,99943542;22,20999908;;72,02868271;5,3261925;-65536;-65536;18,59984835;0,696446431
2709;KANGOO Z.E. MAXI 2 LUGARES 2P;bDC5;AC;1,0948E+11;70;100;9,670000076;-0,130681813;30;3,041122222;-65536;-65536;11,77550273;0,696446431
2710;E-JUMPY;b9BE;AC;5677170000;100;100;0,330000013;-0,5534091;0;0,157699167;-65536;-65536;3,161698876;0,716507305
2711;KANGOO Z.E. MAXI 2 LUGARES 2P;b376;AC;1,5937E+11;60,00003433;100;13,07999992;;39,99996567;4,426955556;-65536;-65536;15,91428381;0,696446431
2712;E-JUMPY;b117C;AC;1,67067E+11;78;100;17,03000069;-0,151136369;22;4,640751944;-65536;-65536;18,59990602;0,716507305
2713;KANGOO Z.E. MAXI 2 LUGARES 2P;b867;AC;1,2397E+11;54,9875145;99,99871063;15,43000031;-0,322727263;45,0124855;3,443622222;-65536;-65536;12,97756602;0,696446431
2714;KANGOO Z.E. MAXI 2 LUGARES 2P;b244;AC;1,764E+11;53;100;15,01000023;-0,606818199;47;4,9000075;-65536;-65536;17,32704998;0,696446431
2715;E- SCUDO 4P;b126E;AC;1,76128E+11;75;100;18,81999969;-0,151136369;25;4,892440833;-65536;-65536;16,99371096;0,748404697
2716;KANGOO Z.E. MAXI 2 LUGARES 2P;b7B1;AC;2,95218E+11;17;100;26,37999916;-1,272727251;83;8,200488056;-65536;-65536;27,18391095;0,696446431
2717;E- SCUDO 4P;b1208;AC;2,76283E+11;50,875;95;28,70999908;-0,552272737;49,125;7,674522222;-65536;-65536;25,49314194;0,748404697
2718;KANGOO Z.E. MAXI 2 LUGARES 2P;bFDC;AC;1,7839E+11;56;100;14,23999977;-1,419318199;44;4,955288056;-65536;-65536;17,49214495;0,696446431
2719;E-JUMPY;b987;AC;2,4195E+11;61,875;100;24,21999931;-0,465909094;38,125;6,720824167;-65536;-65536;25,76301282;0,716507305
2720;E- SCUDO 4P;b1204;AC;2,50918E+11;52,5;95;28,47999954;-0,552272737;47,5;6,969946389;-65536;-65536;23,34061913;0,748404697
2721;E- SCUDO 4P;b11E9;AC;2,12618E+11;67,75;100;24,43000031;-0,473863631;32,25;5,906068611;-65536;-65536;20,09040661;0,748404697
2722;E- SCUDO 4P;b1203;AC;3,24069E+11;51,125;100;34,40000153;-0,151136369;48,875;9,001924167;-65536;-65536;29,54843711;0,748404697
2723;KANGOO Z.E. MAXI 2 LUGARES 2P;b113E;AC;10154400000;99;100;0,800000012;-0,134090915;1;0,282066667;-65536;-65536;3,535603545;0,696446431
2724;KANGOO Z.E. MAXI 2 LUGARES 2P;b123A;AC;72700200000;66;100;11,39999962;-0,542045474;34;2,01945;-65536;-65536;8,724286128;0,696446431
2725;JAC IEV1200T AT 4X2 2P;bA38;DC;47819700000;25,5;100;78,41000366;-0,540000021;74,5;1,328325;-65536;-65536;14,25805178;0,438444424
2726;E- SCUDO 4P;b11E2;AC;2,83913E+11;55;100;31,27000046;-0,459090918;45;7,886483333;-65536;-65536;26,14069627;0,748404697
2727;KANGOO Z.E. MAXI 2 LUGARES 2P;b114A;AC;1,3618E+11;52;100;15,82999992;;48;3,782788056;-65536;-65536;13,9904823;0,696446431
2728;KANGOO Z.E. MAXI 2 LUGARES 2P;bA53;AC;2,0803E+11;42,00400925;100;18,40999985;-0,517045438;57,99599075;5,778619444;-65536;-65536;19,9510181;0,696446431
2729;E- SCUDO 4P;b11E2;AC;570970000;55;55;0,050000001;-0,459090918;45;0,015860278;-65536;-65536;2,095455276;0,748404697
2730;KANGOO Z.E. MAXI 2 LUGARES 2P;bA60;AC;2,83623E+11;18;98,99999237;25,45999908;-0,889772713;82;7,878406389;-65536;-65536;26,22201641;0,696446431
2731;KANGOO Z.E. MAXI 2 LUGARES 2P;b39E;AC;19450430000;94;100;2,369999886;-0,444318175;6;0,540289722;-65536;-65536;4,306784807;0,696446431
2732;E-EXPERT;b10C9;DC;1,92527E+11;28;100;51,29000092;-0,347000003;72;5,3479675;-65536;-65536;63,45634808;0,596607818
2733;KANGOO Z.E. MAXI 2 LUGARES 2P;bAA5;AC;3,25748E+11;17;100;26,81999969;-0,218181819;83;9,048565;-65536;-65536;29,71668652;0,696446431
2734;KANGOO Z.E. MAXI 2 LUGARES 2P;b384;AC;2,94245E+11;15;98;25,20999908;-0,381818175;85;8,173473056;-65536;-65536;27,10323085;0,696446431
2735;E-JUMPY;b1008;AC;1,8039E+11;62,125;100;27,5;-0,467045456;37,875;5,010846389;-65536;-65536;19,87439352;0,716507305
2736;KANGOO Z.E. MAXI 2 LUGARES 2P;b1E4;AC;47070270000;80;100;6,860000134;-36,00909042;20;1,3075075;-65536;-65536;6,598075073;0,696446431
2737;KANGOO Z.E. MAXI 2 LUGARES 2P;b1239;AC;1,0441E+11;45;100;18,06999969;-0,915909111;55;2,900283333;-65536;-65536;11,35488842;0,696446431
2738;KANGOO Z.E. MAXI 2 LUGARES 2P;bDCA;AC;1,243E+11;39;100;19,45999908;-0,514772713;61;3,452788056;-65536;-65536;13,00493972;0,696446431
2739;KANGOO Z.E. MAXI 2 LUGARES 2P;bDCA;AC;1,243E+11;39;100;19,45999908;-0,514772713;61;3,452788056;-65536;-65536;13,00493972;0,696446431
2740;KANGOO Z.E. MAXI 2 LUGARES 2P;b1BD;AC;63770300000;70;100;9,81000042;-0,210227266;30;1,771397222;-65536;-65536;7,983478327;0,696446431
2741;KANGOO Z.E. MAXI 2 LUGARES 2P;bCD9;AC;3,44927E+11;11;100;28,75;-1,0625;89;9,581310278;-65536;-65536;31,30772639;0,696446431
2742;E-EXPERT;b121F;AC;930370000;100;100;0;-0,151136369;0;0,025843611;-65536;-65536;2,608399088;0,650632105
2743;E- SCUDO 4P;b11D6;AC;2,93638E+11;65;91,5;18,53000069;-0,093181819;35;8,156618611;-65536;-65536;26,96597628;0,748404697
2744;KANGOO Z.E. MAXI 2 LUGARES 2P;b405;AC;96640400000;53;100;15,63000011;-31,20568275;47;2,684455556;-65536;-65536;10,71032034;0,696446431
2745;E-EXPERT;bA5D;AC;3,26556E+11;56;96,125;26,80999947;-0,090909094;44;9,070991667;-65536;-65536;29,90647306;0,650632105
2746;KANGOO Z.E. MAXI 2 LUGARES 2P;bECB;AC;90010370000;59;100;13,68000031;-0,327272713;41;2,500288056;-65536;-65536;10,16030545;0,696446431
2747;E- SCUDO 4P;b11F7;AC;1,32784E+11;76,5;100;18,35000038;-0,151136369;23,5;3,688449167;-65536;-65536;13,31544184;0,748404697
2748;KANGOO Z.E. MAXI 2 LUGARES 2P;b1BB;AC;89160400000;54;100;14,64999962;-21,30795479;46;2,476677778;-65536;-65536;10,08979353;0,696446431
2749;KANGOO Z.E. MAXI 2 LUGARES 2P;b1BB;AC;89160400000;54;100;14,64999962;-21,30795479;46;2,476677778;-65536;-65536;10,08979353;0,696446431
2750;E-JUMPY;b118D;AC;2,94973E+11;54,75;100;32,70000076;-0,151136369;45,25;8,193700833;-65536;-65536;30,83513136;0,716507305
2751;KANGOO Z.E. MAXI 2 LUGARES 2P;b1173;AC;31780200000;86;100;4,5;;14;0,882783333;-65536;-65536;5,329639465;0,696446431
2752;KANGOO Z.E. MAXI 2 LUGARES 2P;b379;AC;1,93538E+11;51;100;16,07999992;;49;5,376055556;-65536;-65536;18,748764;0,696446431
2753;KANGOO Z.E. MAXI 2 LUGARES 2P;b1C1;AC;91670270000;53;100;14,52999973;-10,75;47;2,546396389;-65536;-65536;10,29800765;0,696446431
2754;KANGOO Z.E. MAXI 2 LUGARES 2P;bA9D;AC;2,101E+11;47;100;17,26000023;;53;5,836116667;-65536;-65536;20,12273314;0,696446431
2755;E-JUMPY;bA20;AC;1,47308E+11;71,5;100;21,12000084;-0,476136357;28,5;4,091899167;-65536;-65536;16,70983171;0,716507305
2756;KANGOO Z.E. MAXI 5 LUGARES 2P;bE3A;AC;89980370000;38;91,99578094;15,92000008;-0,220454544;62;2,499454722;-65536;-65536;-65536;-65536
2757;KANGOO Z.E. MAXI 2 LUGARES 2P;b1109;AC;1,5729E+11;56;100;13,76000023;-0,324999988;44;4,369172222;-65536;-65536;15,74171431;0,696446431
2758;E-JUMPY;b1059;AC;3,70342E+11;49,375;87,875;23,54999924;-0,405681819;50,625;10,28728972;-65536;-65536;38,04478526;0,716507305
2759;KANGOO Z.E. MAXI 2 LUGARES 2P;bA6E;AC;43963700000;91,00010681;100;3,549999952;-0,351136357;8,999893188;1,221213889;-65536;-65536;6,340359837;0,696446431
2760;KANGOO Z.E. MAXI 2 LUGARES 2P;b1E7;AC;1,3255E+11;32;100;22,43000031;-0,224999994;68;3,681954722;-65536;-65536;13,68934429;0,696446431
2761;KANGOO Z.E. MAXI 2 LUGARES 2P;bC50;AC;1,4184E+11;32;100;22,38999939;-0,196590915;68;3,940005556;-65536;-65536;14,46001121;0,696446431
2762;E-EXPERT;b1263;AC;629600000;100;100;0;-0,151136369;0;0,017488889;-65536;-65536;2,583184705;0,650632105
2763;KANGOO Z.E. MAXI 2 LUGARES 2P;b1139;AC;2,1954E+11;45;100;18,65999985;-0,912500024;55;6,09834;-65536;-65536;20,9058612;0,696446431
2764;E-JUMPY;bA01;AC;3,42983E+11;10,25;90,75;49,36999893;-0,147727266;89,75;9,527295278;-65536;-65536;35,42760624;0,716507305
2765;E-JUMPY;bA01;AC;3,42983E+11;10,25;90,75;49,36999893;-0,147727266;89,75;9,527295278;-65536;-65536;35,42760624;0,716507305
2766;E-JUMPY;b6BC;AC;2,21781E+11;32,125;100;45,79999924;-0,396590918;67,875;6,160594444;-65536;-65536;23,83375994;0,716507305
2767;E- SCUDO 4P;b11D1;AC;1,89238E+11;58,5;100;29,78000069;-0,462500006;41,5;5,256605556;-65536;-65536;18,10625675;0,748404697
2768;E-JUMPY;bC88;AC;1,2935E+11;87,25;100;9,680000305;-0,539772749;12,75;3,593055556;-65536;-65536;14,99197306;0,716507305
2769;E-JUMPY;bC64;AC;2,29119E+11;52,5;100;32,47999954;-0,455681831;47,5;6,364410278;-65536;-65536;24,53563681;0,716507305
2770;KANGOO Z.E. MAXI 2 LUGARES 2P;b3C9;AC;1,2157E+11;41;100;19,57999992;-0,711363614;59;3,376955556;-65536;-65536;12,77846651;0,696446431
2771;KANGOO Z.E. MAXI 5 LUGARES 2P;bDC3;AC;3540370000;20;21;0,300000012;-0,194318175;80;0,098343611;-65536;-65536;-65536;-65536
2772;KANGOO Z.E. MAXI 2 LUGARES 2P;b11AE;AC;1,14097E+11;47;100;17,89999962;-0,994318187;53;3,169372222;-65536;-65536;12,15852041;0,696446431
2773;E-JUMPY;b955;AC;2,72098E+11;47,625;64,37438965;11,64000034;-0,470454544;52,375;7,558263889;-65536;-65536;28,64688873;0,716507305
2774;E-JUMPY;b907;AC;1,18246E+12;21,25;100;48,18000031;-0,555681825;78,75;32,84597972;-65536;-65536;115,7297349;0,716507305
2775;E-JUMPY;b907;AC;1,18246E+12;21,25;100;48,18000031;-0,555681825;78,75;32,84597972;-65536;-65536;115,7297349;0,716507305
2776;E-JUMPY;bA0C;AC;3,7057E+11;6,5;91,875;54,66999817;-0,545454562;93,5;10,29362222;-65536;-65536;38,06659237;0,716507305
2777;KANGOO Z.E. MAXI 2 LUGARES 2P;b1185;AC;83260370000;82;100;6,119999886;;18;2,312788056;-65536;-65536;9,60033808;0,696446431
2778;KANGOO Z.E. MAXI 2 LUGARES 2P;b1E5;AC;1,6848E+11;12;100;28,19000053;-0,570454538;88;4,680005556;-65536;-65536;16,67001578;0,696446431
2779;KANGOO Z.E. MAXI 2 LUGARES 2P;b1E5;AC;1,6848E+11;12;100;28,19000053;-0,570454538;88;4,680005556;-65536;-65536;16,67001578;0,696446431
2780;KANGOO Z.E. MAXI 2 LUGARES 2P;b10F3;AC;1,0303E+11;44;100;18,11000061;-0,118181817;56;2,861954722;-65536;-65536;11,2404203;0,696446431
2781;E-JUMPY;b5C2;AC;2,72613E+11;14;100;56,72000122;-0,340909094;86;7,572581389;-65536;-65536;28,69619365;0,716507305
2782;E-JUMPY;b6B4;AC;30642970000;98;100;2,180000067;-0,551136374;2;0,851193611;-65536;-65536;5,549873055;0,716507305
2783;PARTNER RAPID BUSINESS PACK - MOTOR 1.4;b101B;AC;1,38284E+11;92;100;5,429999828;-0,547727287;8;3,841233333;-65536;-65536;-65536;-65536
2784;KANGOO Z.E. MAXI 2 LUGARES 2P;b1FD;AC;12259870000;93;99;2,150000095;-0,220454544;7;0,340551944;-65536;-65536;3,710269398;0,696446431
2785;JAC IEV1200T AT 4X2 2P;b333;DC;19983200000;73,49830627;100;26,86000061;-0,495000005;26,50169373;0,555088889;-65536;-65536;5,943726628;0,438444424
2786;KANGOO Z.E. MAXI 2 LUGARES 2P;bFDD;AC;3,1722E+11;23;100;24,75;-0,972727299;77;8,811676944;-65536;-65536;29,00922208;0,696446431
2787;KANGOO Z.E. MAXI 2 LUGARES 2P;bD98;AC;68280430000;70;100;10,31000042;;30;1,896678611;-65536;-65536;8,357630276;0,696446431
2788;E-EXPERT;b90E;AC;740870000;100;100;0;-0,150000006;0;0,020579722;-65536;-65536;2,592512778;0,650632105
2789;KANGOO Z.E. MAXI 2 LUGARES 2P;b71A;AC;40240470000;91;100;3,380000114;-1,097727299;9;1,117790833;-65536;-65536;6,03148764;0,696446431
2790;E-EXPERT;bC6B;AC;2,8554E+11;35,375;100;40,34000015;-0,538636386;64,625;7,931663056;-65536;-65536;26,46800234;0,650632105
2791;KANGOO Z.E. MAXI 2 LUGARES 2P;b89C;AC;2,1346E+11;39;100;19,62999916;-0,132954553;61;5,929454722;-65536;-65536;20,40148655;0,696446431
