"ModeloCarro","id","GeotabId","ChargeIsEstimated","ChargeType","StartTime","DeviceId","DurationTicks","EndStateOfCharge","EnergyConsumedKwh","EnergyUsedSinceLastChargeKwh","Latitude","Longitude","MaxACVoltage","MeasuredBatteryEnergyInKwh","MeasuredBatteryEnergyOutKwh","MeasuredOnBoardChargerEnergyInKwh","MeasuredOnBoardChargerEnergyOutKwh","PeakPowerKw","StartStateOfCharge","TripStop","Version","RecordCreationTimeUtc"
"E-Jumpy","243","a8x0w3ynTZEqU8e90R-ZbKA",True,"AC","2024-04-10 13:55:09","bFAA","17696330000","100","1.3068181276321411","1.690000057220459","-19.841075897216797","-43.91244888305664",NULL,"1.149999976158142","0","0","0","-0.550000011920929","98.25","2024-04-10 13:54:40","2291046","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3119","ajTxrJ-94YESagGz6DIwQ_Q",True,"AC","2024-04-10 13:54:11","b1E5","1390200000","24","0.23863635957241058","0","-23.628902435302734","-46.66795349121094",NULL,"0.20999999344348907","0","0","0",NULL,"23","2024-04-10 12:56:32","2292428","2024-04-10 20:18:27.72304"
"Kangoo Z.E. MAXI 2 Lugares 2P","663","aJeSt-nlHSUqxbtOr7KHPHA",True,"AC","2024-04-10 13:54:11","b1E5","1390200000","24","0.23863635957241058","0","-23.628902435302734","-46.66795349121094",NULL,"0.20999999344348907","0","0","0",NULL,"23","2024-04-10 12:56:32","2291063","2024-04-10 20:03:05.580012"
"E-Jumpy","1055","aPav4wiywe0afNaSM6yVHIg",True,"AC","2024-04-10 13:48:01","bC8C","150490870000","27.625","13.329545021057129","9.670000076293945","-23.12824249267578","-46.472190856933594",NULL,"11.729999542236328","0.009999999776482582","0","0","-0.3954545557498932","7.25","2024-04-10 13:42:39","2291417","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2376","a9lMdO5brDUqjAHd2_Aqp8Q",True,"AC","2024-04-10 13:44:19","b10F1","104656330000","83","22.295454025268555","6.340000152587891","-23.511653900146484","-46.74373245239258",NULL,"19.6200008392334","0","0","0","-1.2761363983154297","19.000438690185547","2024-04-10 13:42:01","2291467","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3153","aT_9STQsYuk2vDeATevfV-Q",True,"AC","2024-04-10 13:44:12","b11AA","103545870000","86","19.522727966308594","0","-23.511653900146484","-46.74375534057617",NULL,"17.18000030517578","0","0","0",NULL,"29","2024-04-10 13:08:26","2292458","2024-04-10 20:18:58.115485"
"Kangoo Z.E. MAXI 2 Lugares 2P","522","aID3-Z378Y0qTIv9rkz7UDA",True,"AC","2024-04-10 13:44:12","b11AA","103545870000","86","19.522727966308594","0","-23.511653900146484","-46.74375534057617",NULL,"17.18000030517578","0","0","0",NULL,"29","2024-04-10 13:08:26","2289831","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1034","apDjxLDTqvUi49GFgS1jhWQ",True,"AC","2024-04-10 13:43:46","b9E1","20531170000","84.00154113769531","3.9431817531585693",NULL,"-23.511629104614258","-46.74373245239258",NULL,"3.4700000286102295","0","0","0",NULL,"73","2024-04-10 13:39:15","2291041","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3132","aHnwMnfMDJ0SW-D24H7OJBw",True,"AC","2024-04-10 13:43:46","b9E1","20531170000","84.00154113769531","3.9431817531585693",NULL,"-23.511629104614258","-46.74373245239258",NULL,"3.4700000286102295","0","0","0",NULL,"73","2024-04-10 13:39:15","2292399","2024-04-10 20:18:27.72304"
"Kangoo Z.E. MAXI 2 Lugares 2P","2490","aoNwq6I3WbEupnzv9WX1Y9w",True,"AC","2024-04-10 13:39:46.017","b9E1","2291560000","73","0.39772728085517883","9.59000015258789","-23.511629104614258","-46.74373245239258",NULL,"0.3499999940395355","0","0","0","-0.5477272868156433","72","2024-04-10 13:39:15","2290679","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1247","awjTDmF4YVUOK5UbsI4nc2w",True,"AC","2024-04-10 13:36:54","b1178","60437900000","100","10.511363983154297","0","-22.95895004272461","-47.140838623046875",NULL,"9.25","0","0","0",NULL,"74","2024-04-10 13:33:23","2291629","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3131","a6cxJbevPE0-E9mEzt8wBEw",True,"AC","2024-04-10 13:36:54","b1178","60437900000","100","10.511363983154297","0","-22.95895004272461","-47.140838623046875",NULL,"9.25","0","0","0",NULL,"74","2024-04-10 13:33:23","2292423","2024-04-10 20:18:27.72304"
"Kangoo Z.E. MAXI 2 Lugares 2P","3152","ae3St8NKq9kKN7_rtIIUaBw",True,"AC","2024-04-10 13:34:42.013","b1178","979470000","74","0.14772726595401764","0","-22.95895004272461","-47.140838623046875",NULL,"0.12999999523162842","0","0","0",NULL,"74","2024-04-10 13:33:23","2292422","2024-04-10 20:18:27.72304"
"Kangoo Z.E. MAXI 2 Lugares 2P","1093","a7nME-im-jkamMhyLt1IBOA",True,"AC","2024-04-10 13:34:42.013","b1178","979470000","74","0.14772726595401764","0","-22.95895004272461","-47.140838623046875",NULL,"0.12999999523162842","0","0","0",NULL,"74","2024-04-10 13:33:23","2291628","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2181","aQSfz5Xk600mSYdZi12xvJQ",True,"AC","2024-04-10 13:33:57","b1178","79670000","74","0","8.970000267028809","-22.95895004272461","-47.140838623046875",NULL,"0","0","0","0","-0.21136364340782166","73.98453521728516","2024-04-10 13:33:23","2291627","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3140","aJzck4CyxU0WkXftZCSP6YQ",True,"AC","2024-04-10 13:33:57","b1178","79670000","74","0","8.970000267028809","-22.95895004272461","-47.140838623046875",NULL,"0","0","0","0","-0.21136364340782166","73.98453521728516","2024-04-10 13:33:23","2292421","2024-04-10 20:18:27.72304"
"Kangoo Z.E. MAXI 2 Lugares 2P","2134","aPgy8-44z20eCUQky5C-9Nw",True,"AC","2024-04-10 13:32:34","b1E5","12590270000","23","2.454545497894287","0","-23.628902435302734","-46.66795349121094",NULL,"2.1600000858306885","0","0","0",NULL,"16","2024-04-10 12:56:32","2291062","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3150","aQwqsPsJ3rkOLE3w7-od1RA",True,"AC","2024-04-10 13:32:34","b1E5","12590270000","23","2.454545497894287","0","-23.628902435302734","-46.66795349121094",NULL,"2.1600000858306885","0","0","0",NULL,"16","2024-04-10 12:56:32","2292427","2024-04-10 20:18:27.72304"
"Kangoo Z.E. MAXI 2 Lugares 2P","2404","aWvtPQ7OoH0WI6X2waM2iQw",True,"AC","2024-04-10 13:31:28","b1E5","310670000","16","0.034090910106897354","0","-23.628902435302734","-46.66795349121094",NULL,"0.029999999329447746","0","0","0",NULL,"16","2024-04-10 12:56:32","2291061","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3143","ay8DGfIv0f02770GdVzYTQQ",True,"AC","2024-04-10 13:31:28","b1E5","310670000","16","0.034090910106897354","0","-23.628902435302734","-46.66795349121094",NULL,"0.029999999329447746","0","0","0",NULL,"16","2024-04-10 12:56:32","2292426","2024-04-10 20:18:27.72304"
"E-Expert","3278","a8ui8U1eKl0uWaX2m68anuw",True,"AC","2024-04-10 13:09:25","b10A4","102946870000","100","8.431818008422852","0.03999999910593033","-20.145740509033203","-40.237003326416016",NULL,"7.420000076293945","0.009999999776482582","0","0","-0.543181836605072","88.875","2024-04-10 04:37:36","2292567","2024-04-10 20:31:40.928779"
"E-Expert","1995","awSh1CSt3IEeA1ABy0LsoBg",True,"AC","2024-04-10 13:09:25","b10A4","102946870000","100","8.431818008422852","0.03999999910593033","-20.145740509033203","-40.237003326416016",NULL,"7.420000076293945","0.009999999776482582","0","0","-0.543181836605072","88.875","2024-04-10 04:37:36","2291182","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1056","aAlVV01WEekiV6S7xwkHvwg",True,"AC","2024-04-10 13:09:03","b11AA","20956130000","29","4.113636493682861","4.25","-23.511653900146484","-46.74375534057617",NULL,"3.619999885559082","0","0","0","-0.3852272629737854","17","2024-04-10 13:08:26","2289830","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3154","adtIMHAX8Ok-f4msyF0QA3g",True,"AC","2024-04-10 13:09:03","b11AA","20956130000","29","4.113636493682861","4.25","-23.511653900146484","-46.74375534057617",NULL,"3.619999885559082","0","0","0","-0.3852272629737854","17","2024-04-10 13:08:26","2292457","2024-04-10 20:18:58.115485"
"E-Jumpy","3113","a4XPlNK3yz0ai8zYqrFlxpA",True,"AC","2024-04-10 13:04:58","b101E","61519530000","63.5","2.920454502105713",NULL,"-20.25848388671875","-40.42887496948242",NULL,"2.569999933242798","0.009999999776482582","0","0","-0.09318181872367859","59.5","2024-04-09 23:41:39","2292396","2024-04-10 20:17:56.970788"
"E-Jumpy","2203","aidy0GR7M4UOlmyaFDdlpCQ",True,"AC","2024-04-10 13:04:58","b101E","61519530000","63.5","2.920454502105713",NULL,"-20.25848388671875","-40.42887496948242",NULL,"2.569999933242798","0.009999999776482582","0","0","-0.09318181872367859","59.5","2024-04-09 23:41:39","2291038","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","221","aOLKXo9vK2E6c2Ce4n1Fgug",True,"AC","2024-04-10 13:01:37.007","b1E5","17560600000","16","3.5","29.440000534057617","-23.628902435302734","-46.66795349121094",NULL,"3.0799999237060547","0","0","0","-30.605682373046875","6","2024-04-10 12:56:32","2291060","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3120","aYj2LzfViK02iZQvtwGKlaA",True,"AC","2024-04-10 13:01:37.007","b1E5","17560600000","16","3.5","29.440000534057617","-23.628902435302734","-46.66795349121094",NULL,"3.0799999237060547","0","0","0","-30.605682373046875","6","2024-04-10 12:56:32","2292425","2024-04-10 20:18:27.72304"
"E- Scudo 4P","3142","a1ohm3Q_9bEKyFpP47gBczA",True,"AC","2024-04-10 12:59:46","b1208","89207729999","94","13.431818008422852","17.969999313354492","-20.06231117248535","-43.975807189941406",NULL,"11.819999694824219","0","0","0","-0.5306817889213562","77","2024-04-10 12:58:25.063","2292409","2024-04-10 20:18:27.72304"
"E- Scudo 4P","645","aEySK3TVnNk6UgOfxQZwY7A",True,"AC","2024-04-10 12:59:46","b1208","89207729999","94","13.431818008422852","17.969999313354492","-20.06231117248535","-43.975807189941406",NULL,"11.819999694824219","0","0","0","-0.5306817889213562","77","2024-04-10 12:58:25.063","2291050","2024-04-10 20:03:05.580012"
"JAC iEV1200T AT 4x2 2P","3126","a_y5aY2gdFUaBhbHo_qmO1g",False,"DC","2024-04-10 12:56:01.023","bA38","44954240000","100","44.54999923706055","0","-23.511808395385742","-46.74401092529297",NULL,"44.54999923706055","0","0","0",NULL,"58","2024-04-10 12:53:23","2292418","2024-04-10 20:18:27.72304"
"JAC iEV1200T AT 4x2 2P","2317","aLVvcvPmNmUaibKvhISxtLw",False,"DC","2024-04-10 12:56:01.023","bA38","44954240000","100","44.54999923706055","0","-23.511808395385742","-46.74401092529297",NULL,"44.54999923706055","0","0","0",NULL,"58","2024-04-10 12:53:23","2291057","2024-04-10 20:03:05.580012"
"JAC iEV1200T AT 4x2 2P","3124","aPppO4pK4KE2edgi8_9etzA",False,"DC","2024-04-10 12:54:53.013","bA38","63470000","58","0","40.91999816894531","-23.511808395385742","-46.74401092529297",NULL,"0","0","0","0","-0.550000011920929","58","2024-04-10 12:53:23","2292417","2024-04-10 20:18:27.72304"
"JAC iEV1200T AT 4x2 2P","1076","aRbsjIFylWkCO3MsVD8vMCw",False,"DC","2024-04-10 12:54:53.013","bA38","63470000","58","0","40.91999816894531","-23.511808395385742","-46.74401092529297",NULL,"0","0","0","0","-0.550000011920929","58","2024-04-10 12:53:23","2291056","2024-04-10 20:03:05.580012"
"JAC iEV1200T AT 4x2 2P","1786","aNz88-zHJBkGocBBr2N50pA",False,"DC","2024-04-10 12:43:55","b610","23830000","100","0","0","-22.85762596130371","-47.14823532104492",NULL,"0","0","0","0",NULL,"100","2024-04-09 22:20:53","2291773","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3139","atWuFJXSIn0KMWUu6mAdgyw",True,"AC","2024-04-10 12:32:33.007","bE75","9700700000","100","0.75","0.4300000071525574","-15.794252395629883","-47.98678970336914",NULL,"0.6600000262260437","0","0","0","-0.4477272629737854","100","2024-04-10 12:31:56","2292431","2024-04-10 20:18:27.72304"
"Kangoo Z.E. MAXI 2 Lugares 2P","1204","acosLgu8B9ESgdwET___VjQ",True,"AC","2024-04-10 12:32:33.007","bE75","9700700000","100","0.75","0.4300000071525574","-15.794252395629883","-47.98678970336914",NULL,"0.6600000262260437","0","0","0","-0.4477272629737854","100","2024-04-10 12:31:56","2291734","2024-04-10 20:03:05.580012"
"JAC iEV1200T AT 4x2 2P","3194","anIOTmOtEJkuxUW0gdGQu8w",False,"DC","2024-04-10 12:31:04","b1138","15832770000","100","21.219999313354492","0","-23.511859893798828","-46.7438850402832",NULL,"21.219999313354492","0","0","0",NULL,"79.5","2024-04-10 11:44:15.063","2292472","2024-04-10 20:19:28.544337"
"JAC iEV1200T AT 4x2 2P","359","au02tt6z76UOYNiFXetZIiw",False,"DC","2024-04-10 12:31:04","b1138","15832770000","100","21.219999313354492","0","-23.511859893798828","-46.7438850402832",NULL,"21.219999313354492","0","0","0",NULL,"79.5","2024-04-10 11:44:15.063","2291095","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3177","aE-v_cr6mCkOBl5kUauU-nA",True,"AC","2024-04-10 12:26:36","b40C","32561570000","70","6.340909004211426","7.099999904632568","-23.5116024017334","-46.74370574951172",NULL,"5.579999923706055","0","0","0","-0.4011363685131073","52","2024-04-10 12:25:02","2292438","2024-04-10 20:18:58.115485"
"Kangoo Z.E. MAXI 2 Lugares 2P","2289","aDtv1S_o3j0GoGEoVBwc2qA",True,"AC","2024-04-10 12:26:36","b40C","32561570000","70","6.340909004211426","7.099999904632568","-23.5116024017334","-46.74370574951172",NULL,"5.579999923706055","0","0","0","-0.4011363685131073","52","2024-04-10 12:25:02","2291069","2024-04-10 20:03:05.580012"
"E-Jumpy","639","aPh1Qa44HLkSCfLpKkhr0WQ",True,"AC","2024-04-10 12:23:39","b907","12529300000","86.875","3.25","0","-19.975296020507812","-44.01955795288086",NULL,"2.859999895095825","0.009999999776482582","0","0","-0.5443181991577148","82.5","2024-04-10 10:39:52.063","2291104","2024-04-10 20:03:05.580012"
"E-Jumpy","3197","aco1gg6go-UOpckEF3jA97g",True,"AC","2024-04-10 12:23:39","b907","12529300000","86.875","3.25","0","-19.975296020507812","-44.01955795288086",NULL,"2.859999895095825","0.009999999776482582","0","0","-0.5443181991577148","82.5","2024-04-10 10:39:52.063","2292482","2024-04-10 20:19:28.544337"
"E-Jumpy","3186","a4Ab7zeLuRk-rixTmyhalVw",True,"AC","2024-04-10 12:20:13","bC8B","165850030000","97.8748779296875","14.351521492004395","4.199999809265137","-23.284351348876953","-46.73625564575195",NULL,"12.629339218139648","0","0","0","-0.5352272987365723","82","2024-04-10 12:19:12","2292477","2024-04-10 20:19:28.544337"
"E-Jumpy","1873","angJwnp8URE2Oo_U2pIrxGw",True,"AC","2024-04-10 12:20:13","bC8B","165850030000","97.8748779296875","14.351521492004395","4.199999809265137","-23.284351348876953","-46.73625564575195",NULL,"12.629339218139648","0","0","0","-0.5352272987365723","82","2024-04-10 12:19:12","2291099","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1499","akN22Lb2_w0SlLGYNQibrSg",True,"AC","2024-04-10 12:17:46","bAAD","58480370000","100","9.863636016845703","0.029999999329447746","-27.596954345703125","-48.63644027709961",NULL,"8.680000305175781","0","0","0","-0.1352272778749466","75","2024-04-10 02:43:31","2291498","2024-04-10 20:03:05.580012"
"E-Jumpy","159","a5QvWBuDXIUSRUN0whUiM4A",True,"AC","2024-04-10 12:11:44","b907","6865000000","82.5","1.8522727489471436","0","-19.975296020507812","-44.01955795288086",NULL,"1.6299999952316284","0","0","0","-0.145454540848732","80","2024-04-10 10:39:52.063","2291103","2024-04-10 20:03:05.580012"
"E-Jumpy","3191","afx_5YrjwhUytcmr0THnhfg",True,"AC","2024-04-10 12:11:44","b907","6865000000","82.5","1.8522727489471436","0","-19.975296020507812","-44.01955795288086",NULL,"1.6299999952316284","0","0","0","-0.145454540848732","80","2024-04-10 10:39:52.063","2292481","2024-04-10 20:19:28.544337"
"Kangoo Z.E. MAXI 2 Lugares 2P","988","aMW0GrqwVkUmf74gkc8oueQ",True,"AC","2024-04-10 12:08:55","b400","41771400000","45.0000114440918","8.034090995788574","0","-23.513011932373047","-46.71539306640625",NULL,"7.070000171661377","0","0","0",NULL,"23","2024-04-10 11:06:10","2289529","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2934","aO8vElh6AFUuTSjZgOvSRbw",True,"AC","2024-04-10 12:08:55","b400","41771400000","45.0000114440918","8.034090995788574","0","-23.513011932373047","-46.71539306640625",NULL,"7.070000171661377","0","0","0",NULL,"23","2024-04-10 11:06:10","2292226","2024-04-10 20:08:48.15449"
"Kangoo Z.E. MAXI 2 Lugares 2P","3228","aJRxs3uYwWEmZRCVmzNTzEQ",True,"AC","2024-04-10 12:05:57","b7E4","340570000","67.00115203857422","0.034090910106897354","0","-23.4633731842041","-46.45414352416992",NULL,"0.029999999329447746","0","0","0",NULL,"67","2024-04-10 09:29:19","2292516","2024-04-10 20:22:00.625531"
"Kangoo Z.E. MAXI 2 Lugares 2P","498","a9aiZK_9OlEyVhabEoAXSvA",True,"AC","2024-04-10 12:05:57","b7E4","340570000","67.00115203857422","0.034090910106897354","0","-23.4633731842041","-46.45414352416992",NULL,"0.029999999329447746","0","0","0",NULL,"67","2024-04-10 09:29:19","2291141","2024-04-10 20:03:05.580012"
"E- Scudo 4P","3174","a9aZ3fo5BwEGW-1spicb6ag",True,"AC","2024-04-10 12:04:30","b11CF","124229330000","100","8.068181991577148","7.429999828338623","-23.49967384338379","-46.89326095581055",NULL,"7.099999904632568","0","0","0","-0.15227273106575012","90.5","2024-04-10 12:03:40","2292440","2024-04-10 20:18:58.115485"
"E- Scudo 4P","1077","aOJ6VmC60gk6b4GHoK-78lg",True,"AC","2024-04-10 12:04:30","b11CF","124229330000","100","8.068181991577148","7.429999828338623","-23.49967384338379","-46.89326095581055",NULL,"7.099999904632568","0","0","0","-0.15227273106575012","90.5","2024-04-10 12:03:40","2291087","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3230","a2wfYHRuSQEqID04-vrbE8Q",True,"AC","2024-04-10 12:04:24","b7E4","580600000","67","0.07954545319080353","0","-23.4633731842041","-46.45414352416992",NULL,"0.07000000029802322","0","0","0",NULL,"67","2024-04-10 09:29:19","2292515","2024-04-10 20:22:00.625531"
"Kangoo Z.E. MAXI 2 Lugares 2P","173","aFUzLhEM5TE-79pFMtoeUWA",True,"AC","2024-04-10 12:04:24","b7E4","580600000","67","0.07954545319080353","0","-23.4633731842041","-46.45414352416992",NULL,"0.07000000029802322","0","0","0",NULL,"67","2024-04-10 09:29:19","2291140","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3158","aDi3LGUJ6mEm9naCRgr_IRg",True,"AC","2024-04-10 12:03:20","bCFA","149470400000","100","14.272727012634277","12.229999542236328","-22.946535110473633","-43.385345458984375",NULL,"12.5600004196167","0","0","0","-0.5352272987365723","64","2024-04-10 12:02:47","2292443","2024-04-10 20:18:58.115485"
"Kangoo Z.E. MAXI 2 Lugares 2P","527","aZeDrUD7oXkqhbszaDrP0nw",True,"AC","2024-04-10 12:03:20","bCFA","149470400000","100","14.272727012634277","12.229999542236328","-22.946535110473633","-43.385345458984375",NULL,"12.5600004196167","0","0","0","-0.5352272987365723","64","2024-04-10 12:02:47","2291071","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3215","ajkz43QR_80iCEWer_CDodQ",True,"AC","2024-04-10 11:59:36","b235","1847470000","88","0.35227271914482117","0","-23.672677993774414","-46.714778900146484",NULL,"0.3100000023841858","0","0","0",NULL,"87","2024-04-10 09:42:27","2292496","2024-04-10 20:20:29.237482"
"Kangoo Z.E. MAXI 2 Lugares 2P","2251","ay_NJX2Psz0yYTPtwm_AAyg",True,"AC","2024-04-10 11:59:36","b235","1847470000","88","0.35227271914482117","0","-23.672677993774414","-46.714778900146484",NULL,"0.3100000023841858","0","0","0",NULL,"87","2024-04-10 09:42:27","2291118","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3167","acqqoSZbsfEq0I3hhDIcIhw",True,"AC","2024-04-10 11:59:04","b240","36316130000","78","6.795454502105713","0","-23.960243225097656","-46.47001647949219",NULL,"5.980000019073486","0","0","0","-0.20454545319080353","58","2024-04-10 11:00:39","2292455","2024-04-10 20:18:58.115485"
"Kangoo Z.E. MAXI 2 Lugares 2P","62","aZjanMP9tkUCHQQ98b2BMig",True,"AC","2024-04-10 11:59:04","b240","36316130000","78","6.795454502105713","0","-23.960243225097656","-46.47001647949219",NULL,"5.980000019073486","0","0","0","-0.20454545319080353","58","2024-04-10 11:00:39","2291080","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2111","a6kbiTdcL8kCYTktU2e0gfQ",True,"AC","2024-04-10 11:53:28","b400","8892730000","23","1.704545497894287","0","-23.513011932373047","-46.71539306640625",NULL,"1.5","0","0","0",NULL,"18","2024-04-10 11:06:10","2289528","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2946","a4BdLJJbEU0OIV_VK0299aw",True,"AC","2024-04-10 11:53:28","b400","8892730000","23","1.704545497894287","0","-23.513011932373047","-46.71539306640625",NULL,"1.5","0","0","0",NULL,"18","2024-04-10 11:06:10","2292225","2024-04-10 20:08:48.15449"
"Kangoo Z.E. MAXI 2 Lugares 2P","2552","auJM_2CRSgUOWToDifWVSEQ",True,"AC","2024-04-10 11:51:58","bE76","11563599999","100","0.9318181872367859","0.4099999964237213","-15.794201850891113","-47.98686599731445",NULL,"0.8199999928474426","0","0","0","-0.4477272629737854","99","2024-04-10 11:47:29","2291073","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3166","asP06kCeKIUqMeNm7jh7nsw",True,"AC","2024-04-10 11:51:58","bE76","11563599999","100","0.9318181872367859","0.4099999964237213","-15.794201850891113","-47.98686599731445",NULL,"0.8199999928474426","0","0","0","-0.4477272629737854","99","2024-04-10 11:47:29","2292445","2024-04-10 20:18:58.115485"
"E-Expert","1792","a6qc18I5uc0Gm2YY0dNZ_yw",True,"AC","2024-04-10 11:50:09","bCF6","138445500000","76.875","13","0","-22.94666290283203","-43.385345458984375",NULL,"11.4399995803833","0","0","0","-0.4636363685131073","58.5","2024-04-10 00:53:04","2291456","2024-04-10 20:03:05.580012"
"JAC iEV1200T AT 4x2 2P","1959","awfp01Y8Iaky31u6LAFfklA",False,"DC","2024-04-10 11:46:21","b1138","22980200000","79.49855041503906","37.779998779296875","0","-23.511859893798828","-46.7438850402832",NULL,"37.779998779296875","0","0","0",NULL,"42","2024-04-10 11:44:15.063","2291094","2024-04-10 20:03:05.580012"
"JAC iEV1200T AT 4x2 2P","3187","aBYREhrKVNUar9NODSnyOqw",False,"DC","2024-04-10 11:46:21","b1138","22980200000","79.49855041503906","37.779998779296875","0","-23.511859893798828","-46.7438850402832",NULL,"37.779998779296875","0","0","0",NULL,"42","2024-04-10 11:44:15.063","2292471","2024-04-10 20:19:28.544337"
